ibgeCode,municipio,uf,tem_aeroporto,distancia_aeroporto_km,aeroporto_comercial_mais_proximo,tipo,fonte
2107605,Palmeirândia,MA,False,25.51,,,
2107704,Paraibano,MA,False,105.78,,,
2107803,Parnarama,MA,False,94.74,,,
2107902,Passagem Franca,MA,False,107.7,,,
2108009,Pastos Bons,MA,False,123.81,,,
2108058,Paulino Neves,MA,False,23.97,,,
2108108,Paulo Ramos,MA,False,68.07,,,
2107506,Paço do Lumiar,MA,False,15.18,,,
2108207,Pedreiras,MA,False,50.84,,,
2108256,Pedro do Rosário,MA,False,67.31,,,
2108306,Penalva,MA,False,45.95,,,
2108405,Peri Mirim,MA,False,25.64,,,
2108454,Peritoró,MA,False,63.41,,,
2108504,Pindaré-Mirim,MA,False,10.93,,,
2108603,Pinheiro,MA,True,3.19,,,
2108702,Pio XII,MA,False,35.4,,,
2108801,Pirapemas,MA,False,87.11,,,
2109007,Porto Franco,MA,False,98.27,,,
2109056,Porto Rico do Maranhão,MA,False,83.32,,,
2108900,Poção de Pedras,MA,False,62.79,,,
2109106,Presidente Dutra,MA,False,87.5,,,
2109205,Presidente Juscelino,MA,False,58.38,,,
2109239,Presidente Médici,MA,False,76.32,,,
2109270,Presidente Sarney,MA,False,30.92,,,
2109304,Presidente Vargas,MA,False,89.96,,,
2109403,Primeira Cruz,MA,False,62.39,,,
2109452,Raposa,MA,False,23.88,,,
2109502,Riachão,MA,True,28.07,,,
2109551,Ribamar Fiquene,MA,False,50.57,,,
2109601,Rosário,MA,False,40.0,,,
2109700,Sambaíba,MA,False,55.95,,,
2109759,Santa Filomena do Maranhão,MA,False,66.24,,,
2109809,Santa Helena,MA,False,31.17,,,
2109908,Santa Inês,MA,True,22.31,,,
2110005,Santa Luzia,MA,False,94.26,,,
2110039,Santa Luzia do Paruá,MA,False,76.17,,,
2110104,Santa Quitéria do Maranhão,MA,False,66.02,,,
2110203,Santa Rita,MA,False,64.15,,,
2110237,Santana do Maranhão,MA,False,53.39,,,
2110278,Santo Amaro do Maranhão,MA,False,44.96,,,
2110302,Santo Antônio dos Lopes,MA,False,76.51,,,
2111722,Satubinha,MA,False,32.94,,,
2111748,Senador Alexandre Costa,MA,False,130.64,,,
2111763,Senador La Rocque,MA,False,38.25,,,
2111789,Serrano do Maranhão,MA,False,68.94,,,
2111904,Sucupira do Norte,MA,False,144.23,,,
2111953,Sucupira do Riachão,MA,False,66.19,,,
2110401,São Benedito do Rio Preto,MA,False,111.57,,,
2110500,São Bento,MA,False,37.57,,,
2110609,São Bernardo,MA,False,76.07,,,
2110658,São Domingos do Azeitão,MA,False,161.93,,,
2110708,São Domingos do Maranhão,MA,False,98.5,,,
2110856,São Francisco do Brejão,MA,False,42.95,,,
2110906,São Francisco do Maranhão,MA,False,71.18,,,
2110807,São Félix de Balsas,MA,False,137.87,,,
2111201,São José de Ribamar,MA,False,16.23,,,
2111250,São José dos Basílios,MA,False,88.2,,,
2111003,São João Batista,MA,False,70.13,,,
2111029,São João do Carú,MA,False,115.64,,,
2111052,São João do Paraíso,MA,False,102.73,,,
2111078,São João do Soter,MA,False,104.62,,,
2111102,São João dos Patos,MA,False,69.7,,,
2111300,São Luís,MA,True,8.15,,,
2111409,São Luís Gonzaga do Maranhão,MA,False,26.09,,,
2111508,São Mateus do Maranhão,MA,False,42.39,,,
2111532,São Pedro da Água Branca,MA,False,88.67,,,
2111573,São Pedro dos Crentes,MA,False,59.33,,,
2111607,São Raimundo das Mangabeiras,MA,False,69.72,,,
2111631,São Raimundo do Doca Bezerra,MA,False,46.53,,,
2111672,São Roberto,MA,False,57.41,,,
2111706,São Vicente Ferrer,MA,False,48.09,,,
2111805,Sítio Novo,MA,False,122.92,,,
2112001,Tasso Fragoso,MA,False,91.64,,,
2112100,Timbiras,MA,False,112.01,,,
2112209,Timon,MA,False,22.1,,,
2112233,Trizidela do Vale,MA,False,38.45,,,
2112274,Tufilândia,MA,False,28.47,,,
2112308,Tuntum,MA,False,55.17,,,
2112407,Turiaçu,MA,False,88.83,,,
2112456,Turilândia,MA,False,51.36,,,
2112506,Tutóia,MA,False,49.31,,,
2112605,Urbano Santos,MA,False,77.02,,,
2112704,Vargem Grande,MA,False,121.52,,,
2112803,Viana,MA,False,67.4,,,
2112852,Vila Nova dos Martírios,MA,False,85.71,,,
2113009,Vitorino Freire,MA,False,54.62,,,
2112902,Vitória do Mearim,MA,False,48.16,,,
2114007,Zé Doca,MA,False,77.18,,,
2100154,Água Doce do Maranhão,MA,False,49.08,,,
3100104,Abadia dos Dourados,MG,False,49.23,,,
3100203,Abaeté,MG,False,93.43,,,
3100302,Abre Campo,MG,False,27.12,,,
3100401,Acaiaca,MG,False,46.9,,,
3100807,Aguanil,MG,False,12.84,,,
3101102,Aimorés,MG,False,55.2,,,
3101201,Aiuruoca,MG,False,33.36,,,
3101300,Alagoa,MG,False,37.3,,,
3101409,Albertina,MG,False,25.31,,,
3101607,Alfenas,MG,True,5.8,,,
3101631,Alfredo Vasconcelos,MG,False,45.55,,,
3101706,Almenara,MG,True,9.48,,,
3101805,Alpercata,MG,False,10.74,,,
3101904,Alpinópolis,MG,False,33.04,,,
3102001,Alterosa,MG,False,32.24,,,
3102050,Alto Caparaó,MG,False,39.86,,,
3153509,Alto Jequitibá,MG,False,31.48,,,
3102100,Alto Rio Doce,MG,False,52.59,,,
3102209,Alvarenga,MG,False,46.31,,,
3102308,Alvinópolis,MG,False,77.49,,,
3102407,Alvorada de Minas,MG,False,67.68,,,
3101508,Além Paraíba,MG,False,42.34,,,
3102506,Amparo do Serra,MG,False,24.4,,,
3102605,Andradas,MG,False,25.93,,,
3102803,Andrelândia,MG,False,72.93,,,
3102852,Angelândia,MG,False,55.97,,,
3102902,Antônio Carlos,MG,False,58.02,,,
3103009,Antônio Dias,MG,False,42.14,,,
3103108,Antônio Prado de Minas,MG,False,25.02,,,
3103306,Aracitaba,MG,False,29.95,,,
3103504,Araguari,MG,False,34.07,,,
3103603,Arantina,MG,False,69.77,,,
3103702,Araponga,MG,False,36.78,,,
3103751,Araporã,MG,False,69.5,,,
3103801,Arapuá,MG,False,23.09,,,
3104007,Araxá,MG,True,7.77,,,
3103207,Araçaí,MG,False,50.53,,,
3103405,Araçuaí,MG,True,10.41,,,
3103900,Araújos,MG,False,46.1,,,
3104106,Arceburgo,MG,False,17.28,,,
3104205,Arcos,MG,False,50.29,,,
3104304,Areado,MG,False,23.45,,,
3104403,Argirita,MG,False,22.07,,,
3104452,Aricanduva,MG,False,68.93,,,
3104502,Arinos,MG,False,120.78,,,
3104601,Astolfo Dutra,MG,False,21.88,,,
3104700,Ataléia,MG,False,48.79,,,
3104809,Augusto de Lima,MG,False,59.43,,,
3100500,Açucena,MG,False,46.87,,,
3104908,Baependi,MG,False,18.73,,,
3105004,Baldim,MG,False,41.87,,,
3105103,Bambuí,MG,False,36.42,,,
3105202,Bandeira,MG,False,34.05,,,
3105301,Bandeira do Sul,MG,False,23.09,,,
3105608,Barbacena,MG,False,47.72,,,
3105707,Barra Longa,MG,False,57.17,,,
3105905,Barroso,MG,False,29.79,,,
3105400,Barão de Cocais,MG,False,47.8,,,
3105509,Barão do Monte Alto,MG,False,17.78,,,
3106002,Bela Vista de Minas,MG,False,74.14,,,
3106101,Belmiro Braga,MG,False,23.01,,,
3106200,Belo Horizonte,MG,True,5.79,,,
3106309,Belo Oriente,MG,False,23.75,,,
3106408,Belo Vale,MG,False,44.18,,,
3106507,Berilo,MG,False,44.87,,,
3106655,Berizal,MG,False,83.55,,,
3106606,Bertópolis,MG,False,77.09,,,
3106705,Betim,MG,False,28.23,,,
3106804,Bias Fortes,MG,False,44.36,,,
3106903,Bicas,MG,False,22.78,,,
3107000,Biquinhas,MG,False,69.74,,,
3107109,Boa Esperança,MG,False,34.53,,,
3107208,Bocaina de Minas,MG,False,29.28,,,
3107307,Bocaiúva,MG,False,66.24,,,
3107406,Bom Despacho,MG,False,70.3,,,
3107505,Bom Jardim de Minas,MG,False,69.46,,,
3107604,Bom Jesus da Penha,MG,False,34.26,,,
3107703,Bom Jesus do Amparo,MG,False,52.46,,,
3107802,Bom Jesus do Galho,MG,False,25.21,,,
3107901,Bom Repouso,MG,False,27.03,,,
3108008,Bom Sucesso,MG,False,30.06,,,
3108107,Bonfim,MG,False,59.27,,,
3108206,Bonfinópolis de Minas,MG,False,78.99,,,
3108255,Bonito de Minas,MG,False,99.41,,,
3108305,Borda da Mata,MG,False,24.23,,,
3108404,Botelhos,MG,False,27.75,,,
3108503,Botumirim,MG,False,61.45,,,
3108552,Brasilândia de Minas,MG,False,95.33,,,
3108602,Brasília de Minas,MG,False,83.69,,,
3108909,Brazópolis,MG,False,24.39,,,
3108800,Braúnas,MG,False,55.18,,,
3109006,Brumadinho,MG,False,40.62,,,
3108701,Brás Pires,MG,False,42.75,,,
3109105,Bueno Brandão,MG,False,21.37,,,
3109204,Buenópolis,MG,False,56.85,,,
3109253,Bugre,MG,False,22.4,,,
3109303,Buritis,MG,False,80.41,,,
3109402,Buritizeiro,MG,False,35.46,,,
3109451,Cabeceira Grande,MG,False,37.45,,,
3109501,Cabo Verde,MG,False,39.07,,,
3109808,Cachoeira Dourada,MG,False,44.01,,,
3109600,Cachoeira da Prata,MG,False,38.57,,,
3109709,Cachoeira de Minas,MG,False,15.23,,,
3102704,Cachoeira de Pajeú,MG,False,71.91,,,
3109907,Caetanópolis,MG,False,55.09,,,
3110004,Caeté,MG,False,32.75,,,
3110103,Caiana,MG,False,54.89,,,
3110202,Cajuri,MG,False,9.21,,,
3110301,Caldas,MG,False,21.93,,,
3110400,Camacho,MG,False,29.19,,,
3110509,Camanducaia,MG,False,52.05,,,
3110707,Cambuquira,MG,False,7.83,,,
3110608,Cambuí,MG,False,36.59,,,
3110905,Campanha,MG,False,15.79,,,
3110806,Campanário,MG,False,49.45,,,
3111002,Campestre,MG,False,38.81,,,
3111101,Campina Verde,MG,False,50.44,,,
3111150,Campo Azul,MG,False,90.22,,,
3111200,Campo Belo,MG,True,8.75,,,
3111408,Campo Florido,MG,False,45.91,,,
3111309,Campo do Meio,MG,False,36.16,,,
3111507,Campos Altos,MG,False,44.01,,,
3111606,Campos Gerais,MG,False,26.58,,,
3111903,Cana Verde,MG,False,22.08,,,
3111705,Canaã,MG,False,24.29,,,
3112000,Candeias,MG,False,17.0,,,
3112059,Cantagalo,MG,False,81.92,,,
3111804,Canápolis,MG,False,35.26,,,
3112109,Caparaó,MG,False,38.6,,,
3112208,Capela Nova,MG,False,27.75,,,
3112307,Capelinha,MG,False,47.98,,,
3112406,Capetinga,MG,False,32.61,,,
3112505,Capim Branco,MG,False,21.53,,,
3112604,Capinópolis,MG,False,36.28,,,
3112653,Capitão Andrade,MG,False,24.19,,,
3112703,Capitão Enéas,MG,False,65.79,,,
3112802,Capitólio,MG,False,25.07,,,
3112901,Caputira,MG,False,11.72,,,
3113107,Caranaíba,MG,False,18.64,,,
3113206,Carandaí,MG,False,29.18,,,
3113305,Carangola,MG,False,50.3,,,
3113404,Caratinga,MG,False,1.77,,,
3113008,Caraí,MG,False,60.73,,,
3113503,Carbonita,MG,False,60.78,,,
3113602,Careaçu,MG,False,21.9,,,
3113701,Carlos Chagas,MG,False,56.98,,,
3113909,Carmo da Cachoeira,MG,False,32.19,,,
3114006,Carmo da Mata,MG,False,15.2,,,
3114105,Carmo de Minas,MG,False,12.19,,,
3114204,Carmo do Cajuru,MG,False,17.55,,,
3114303,Carmo do Paranaíba,MG,False,34.34,,,
3114402,Carmo do Rio Claro,MG,False,53.75,,,
3113800,Carmésia,MG,False,85.36,,,
3114501,Carmópolis de Minas,MG,False,21.41,,,
3114550,Carneirinho,MG,False,40.09,,,
3114600,Carrancas,MG,False,46.19,,,
3114808,Carvalhos,MG,False,50.66,,,
3114709,Carvalhópolis,MG,False,39.47,,,
3114907,Casa Grande,MG,False,18.31,,,
3115003,Cascalho Rico,MG,False,38.98,,,
3115300,Cataguases,MG,False,32.91,,,
3115359,Catas Altas,MG,False,61.86,,,
3115409,Catas Altas da Noruega,MG,False,31.7,,,
3115458,Catuji,MG,False,57.76,,,
3115474,Catuti,MG,False,98.39,,,
3115508,Caxambu,MG,True,6.89,,,
3115607,Cedro do Abaeté,MG,False,57.81,,,
3115706,Central de Minas,MG,False,73.73,,,
3115805,Centralina,MG,False,53.27,,,
3116001,Chalé,MG,False,22.42,,,
3116159,Chapada Gaúcha,MG,False,163.53,,,
3116100,Chapada do Norte,MG,False,18.66,,,
3116209,Chiador,MG,False,43.42,,,
3115904,Chácara,MG,False,19.87,,,
3116308,Cipotânea,MG,False,50.08,,,
3116407,Claraval,MG,False,28.72,,,
3116506,Claro dos Poções,MG,False,59.35,,,
3116605,Cláudio,MG,True,6.48,,,
3116704,Coimbra,MG,False,12.11,,,
3116803,Coluna,MG,False,85.66,,,
3116902,Comendador Gomes,MG,False,38.83,,,
3117009,Comercinho,MG,False,59.79,,,
3117108,Conceição da Aparecida,MG,False,47.93,,,
3115201,Conceição da Barra de Minas,MG,False,28.69,,,
3117306,Conceição das Alagoas,MG,False,46.77,,,
3117207,Conceição das Pedras,MG,False,26.19,,,
3117405,Conceição de Ipanema,MG,False,9.1,,,
3117504,Conceição do Mato Dentro,MG,False,79.49,,,
3117603,Conceição do Pará,MG,False,29.18,,,
3117702,Conceição do Rio Verde,MG,False,12.82,,,
3117801,Conceição dos Ouros,MG,False,23.1,,,
3117876,Confins,MG,True,2.1,,,
3117900,Congonhal,MG,False,20.44,,,
3118007,Congonhas,MG,False,25.49,,,
3118106,Congonhas do Norte,MG,False,70.26,,,
3118205,Conquista,MG,False,37.67,,,
3118304,Conselheiro Lafaiete,MG,True,8.11,,,
3118403,Conselheiro Pena,MG,False,63.24,,,
3118502,Consolação,MG,False,27.6,,,
3118601,Contagem,MG,False,14.59,,,
3118700,Coqueiral,MG,False,31.91,,,
3118809,Coração de Jesus,MG,False,60.23,,,
3118908,Cordisburgo,MG,False,46.43,,,
3119005,Cordislândia,MG,False,29.1,,,
3119104,Corinto,MG,False,49.28,,,
3119203,Coroaci,MG,False,43.32,,,
3119302,Coromandel,MG,False,57.46,,,
3119401,Coronel Fabriciano,MG,False,21.26,,,
3119500,Coronel Murta,MG,False,32.1,,,
3119609,Coronel Pacheco,MG,False,16.12,,,
3119708,Coronel Xavier Chaves,MG,False,7.33,,,
3120102,Couto de Magalhães de Minas,MG,False,27.87,,,
3120201,Cristais,MG,False,24.8,,,
3120409,Cristiano Otoni,MG,False,11.26,,,
3120508,Cristina,MG,False,28.38,,,
3120300,Cristália,MG,False,67.56,,,
3120151,Crisólita,MG,False,89.18,,,
3120607,Crucilândia,MG,False,47.39,,,
3120706,Cruzeiro da Fortaleza,MG,False,32.54,,,
3120805,Cruzília,MG,False,27.2,,,
3120839,Cuparaque,MG,False,78.78,,,
3120870,Curral de Dentro,MG,False,70.92,,,
3120904,Curvelo,MG,True,7.82,,,
3115102,Cássia,MG,False,35.04,,,
3119807,Córrego Danta,MG,False,69.16,,,
3119955,Córrego Fundo,MG,False,47.78,,,
3120003,Córrego Novo,MG,False,37.08,,,
3119906,Córrego do Bom Jesus,MG,False,39.21,,,
3117836,Cônego Marinho,MG,False,68.35,,,
3121001,Datas,MG,False,26.36,,,
3121100,Delfim Moreira,MG,False,33.05,,,
3121209,Delfinópolis,MG,False,43.28,,,
3121258,Delta,MG,False,24.64,,,
3121308,Descoberto,MG,False,12.13,,,
3121407,Desterro de Entre Rios,MG,False,50.8,,,
3121506,Desterro do Melo,MG,False,53.87,,,
3121605,Diamantina,MG,True,27.03,,,
3121704,Diogo de Vasconcelos,MG,False,46.06,,,
3121803,Dionísio,MG,False,45.46,,,
3122009,Divino,MG,False,36.77,,,
3122108,Divino das Laranjeiras,MG,False,54.06,,,
3122207,Divinolândia de Minas,MG,False,63.42,,,
3121902,Divinésia,MG,False,18.82,,,
3122306,Divinópolis,MG,True,9.08,,,
3122355,Divisa Alegre,MG,False,90.16,,,
3122405,Divisa Nova,MG,False,33.7,,,
3122454,Divisópolis,MG,False,51.44,,,
3122470,Dom Bosco,MG,False,80.48,,,
3122504,Dom Cavati,MG,False,37.85,,,
3122603,Dom Joaquim,MG,False,87.96,,,
3122702,Dom Silvério,MG,False,68.71,,,
3122801,Dom Viçoso,MG,False,18.64,,,
3122900,Dona Euzébia,MG,False,25.21,,,
3123007,Dores de Campos,MG,False,24.27,,,
3123106,Dores de Guanhães,MG,False,65.73,,,
3123205,Dores do Indaiá,MG,False,78.93,,,
3123304,Dores do Turvo,MG,False,31.33,,,
3123403,Doresópolis,MG,False,19.56,,,
3123502,Douradoquara,MG,False,40.0,,,
3123528,Durandé,MG,False,36.57,,,
3123601,Elói Mendes,MG,False,13.09,,,
3123700,Engenheiro Caldas,MG,False,26.12,,,
3123809,Engenheiro Navarro,MG,False,68.54,,,
3123858,Entre Folhas,MG,False,15.57,,,
3123908,Entre Rios de Minas,MG,False,31.45,,,
3124005,Ervália,MG,False,27.49,,,
3124104,Esmeraldas,MG,False,32.82,,,
3124203,Espera Feliz,MG,False,45.98,,,
3124302,Espinosa,MG,False,75.76,,,
3124401,Espírito Santo do Dourado,MG,False,31.91,,,
3124500,Estiva,MG,False,21.36,,,
3124609,Estrela Dalva,MG,False,60.01,,,
3124708,Estrela do Indaiá,MG,False,61.9,,,
3124807,Estrela do Sul,MG,False,55.8,,,
3124906,Eugenópolis,MG,False,19.51,,,
3125002,Ewbank da Câmara,MG,False,30.23,,,
3125101,Extrema,MG,False,30.56,,,
3125200,Fama,MG,False,12.75,,,
3125309,Faria Lemos,MG,False,51.31,,,
3125606,Felisburgo,MG,False,39.04,,,
3125705,Felixlândia,MG,False,53.04,,,
3125408,Felício dos Santos,MG,False,44.75,,,
3125804,Fernandes Tourinho,MG,False,25.9,,,
3125903,Ferros,MG,False,53.67,,,
3125952,Fervedouro,MG,False,49.82,,,
3126000,Florestal,MG,False,16.73,,,
3126109,Formiga,MG,False,42.09,,,
3126208,Formoso,MG,False,113.96,,,
3126307,Fortaleza de Minas,MG,False,20.84,,,
3126406,Fortuna de Minas,MG,False,33.21,,,
3126505,Francisco Badaró,MG,False,31.42,,,
3126604,Francisco Dumont,MG,False,64.57,,,
3126703,Francisco Sá,MG,False,50.35,,,
3126752,Franciscópolis,MG,False,49.36,,,
3126802,Frei Gaspar,MG,False,27.73,,,
3126901,Frei Inocêncio,MG,False,43.22,,,
3126950,Frei Lagonegro,MG,False,94.89,,,
3127008,Fronteira,MG,False,32.13,,,
3127057,Fronteira dos Vales,MG,False,54.95,,,
3127073,Fruta de Leite,MG,False,23.19,,,
3127107,Frutal,MG,True,5.35,,,
3127206,Funilândia,MG,False,31.14,,,
3127305,Galiléia,MG,False,45.81,,,
3127339,Gameleiras,MG,False,78.6,,,
3127354,Glaucilândia,MG,False,29.35,,,
3127370,Goiabeira,MG,False,79.86,,,
3127388,Goianá,MG,True,5.06,,,
3127503,Gonzaga,MG,False,54.89,,,
3127404,Gonçalves,MG,False,43.76,,,
3127602,Gouveia,MG,False,37.56,,,
3127701,Governador Valadares,MG,True,12.76,,,
3127909,Grupiara,MG,False,33.95,,,
3127800,Grão Mogol,MG,False,77.0,,,
3128006,Guanhães,MG,False,80.19,,,
3128105,Guapé,MG,False,36.99,,,
3128204,Guaraciaba,MG,False,28.16,,,
3128253,Guaraciama,MG,False,46.64,,,
3128402,Guarani,MG,False,20.81,,,
3128303,Guaranésia,MG,False,9.81,,,
3128501,Guarará,MG,False,23.69,,,
3128600,Guarda-Mor,MG,False,60.1,,,
3128709,Guaxupé,MG,True,6.36,,,
3128808,Guidoval,MG,False,11.35,,,
3128907,Guimarânia,MG,False,26.44,,,
3129004,Guiricema,MG,False,22.52,,,
3129103,Gurinhatã,MG,False,41.66,,,
3129202,Heliodora,MG,False,26.81,,,
3129301,Iapu,MG,False,29.09,,,
3129400,Ibertioga,MG,False,49.18,,,
3129608,Ibiaí,MG,False,54.48,,,
3129657,Ibiracatu,MG,False,69.39,,,
3129707,Ibiraci,MG,False,35.65,,,
3129806,Ibirité,MG,False,22.8,,,
3129905,Ibitiúra de Minas,MG,False,25.57,,,
3130002,Ibituruna,MG,False,20.7,,,
3129509,Ibiá,MG,False,38.05,,,
3130051,Icaraí de Minas,MG,False,121.16,,,
3130101,Igarapé,MG,False,37.68,,,
3130200,Igaratinga,MG,False,17.28,,,
3130309,Iguatama,MG,False,39.95,,,
3130408,Ijaci,MG,False,7.41,,,
3130507,Ilicínea,MG,False,48.66,,,
3130556,Imbé de Minas,MG,False,19.03,,,
3130606,Inconfidentes,MG,False,12.14,,,
3130655,Indaiabira,MG,False,74.51,,,
3130705,Indianópolis,MG,False,40.21,,,
3130804,Ingaí,MG,False,19.37,,,
3130903,Inhapim,MG,False,29.47,,,
3131000,Inhaúma,MG,False,43.15,,,
3131109,Inimutaba,MG,False,17.71,,,
3131158,Ipaba,MG,False,14.08,,,
3131208,Ipanema,MG,True,10.01,,,
3131307,Ipatinga,MG,False,12.33,,,
3131406,Ipiaçu,MG,False,57.44,,,
3131505,Ipuiúna,MG,False,36.27,,,
3131604,Iraí de Minas,MG,False,52.24,,,
3131703,Itabira,MG,False,70.38,,,
3131802,Itabirinha,MG,False,78.62,,,
3131901,Itabirito,MG,False,47.0,,,
3132008,Itacambira,MG,False,58.32,,,
3132107,Itacarambi,MG,False,18.0,,,
3132206,Itaguara,MG,False,30.25,,,
3132305,Itaipé,MG,False,55.57,,,
3132404,Itajubá,MG,False,28.23,,,
3132503,Itamarandiba,MG,False,74.93,,,
3132602,Itamarati de Minas,MG,False,22.16,,,
3132701,Itambacuri,MG,False,46.1,,,
3132800,Itambé do Mato Dentro,MG,False,69.58,,,
3132909,Itamogi,MG,False,15.55,,,
3133006,Itamonte,MG,False,35.44,,,
3133105,Itanhandu,MG,False,28.39,,,
3133204,Itanhomi,MG,False,34.14,,,
3133303,Itaobim,MG,False,55.23,,,
3133402,Itapagipe,MG,False,54.04,,,
3133501,Itapecerica,MG,False,30.87,,,
3133600,Itapeva,MG,False,45.69,,,
3133709,Itatiaiuçu,MG,False,43.54,,,
3133907,Itaverava,MG,False,19.83,,,
3133758,Itaú de Minas,MG,False,11.6,,,
3133808,Itaúna,MG,False,26.31,,,
3134004,Itinga,MG,False,36.99,,,
3134103,Itueta,MG,False,56.65,,,
3134202,Ituiutaba,MG,True,6.12,,,
3134301,Itumirim,MG,False,15.49,,,
3134400,Iturama,MG,True,13.28,,,
3134509,Itutinga,MG,False,28.99,,,
3134608,Jaboticatubas,MG,False,33.43,,,
3134707,Jacinto,MG,False,39.43,,,
3134905,Jacutinga,MG,False,21.47,,,
3134806,Jacuí,MG,False,27.13,,,
3135001,Jaguaraçu,MG,False,30.59,,,
3135076,Jampruca,MG,False,54.4,,,
3135100,Janaúba,MG,False,100.4,,,
3135209,Januária,MG,False,96.38,,,
3135308,Japaraíba,MG,False,58.74,,,
3135357,Japonvar,MG,False,100.37,,,
3135050,Jaíba,MG,True,36.28,,,
3135407,Jeceaba,MG,False,33.49,,,
3135456,Jenipapo de Minas,MG,False,36.04,,,
3135506,Jequeri,MG,False,37.89,,,
3135605,Jequitaí,MG,False,42.35,,,
3135704,Jequitibá,MG,False,45.9,,,
3135803,Jequitinhonha,MG,True,7.55,,,
3135902,Jesuânia,MG,False,24.62,,,
3136108,Joanésia,MG,False,36.88,,,
3136405,Joaquim Felício,MG,False,78.95,,,
3136009,Joaíma,MG,False,36.84,,,
3136504,Jordânia,MG,False,50.78,,,
3136579,Josenópolis,MG,False,44.39,,,
3136520,José Gonçalves de Minas,MG,False,42.28,,,
3136553,José Raydan,MG,False,89.22,,,
3136207,João Monlevade,MG,False,81.55,,,
3136306,João Pinheiro,MG,True,28.52,,,
3136652,Juatuba,MG,False,28.64,,,
3136702,Juiz de Fora,MG,True,9.78,,,
3136801,Juramento,MG,False,31.16,,,
3136900,Juruaia,MG,False,24.12,,,
3136959,Juvenília,MG,False,79.43,,,
3137007,Ladainha,MG,False,43.93,,,
3137106,Lagamar,MG,False,68.52,,,
3137403,Lagoa Dourada,MG,False,26.51,,,
3137502,Lagoa Formosa,MG,False,19.49,,,
3137536,Lagoa Grande,MG,False,40.38,,,
3137601,Lagoa Santa,MG,False,8.88,,,
3137205,Lagoa da Prata,MG,False,68.01,,,
3137304,Lagoa dos Patos,MG,False,41.06,,,
3137700,Lajinha,MG,False,36.37,,,
3137809,Lambari,MG,False,26.22,,,
3137908,Lamim,MG,False,33.69,,,
3138005,Laranjal,MG,False,26.88,,,
3138104,Lassance,MG,False,65.03,,,
3138203,Lavras,MG,True,8.28,,,
3138302,Leandro Ferreira,MG,False,49.55,,,
3138351,Leme do Prado,MG,False,30.8,,,
3138401,Leopoldina,MG,False,39.01,,,
3138500,Liberdade,MG,False,53.57,,,
3138609,Lima Duarte,MG,False,51.93,,,
3138625,Limeira do Oeste,MG,False,56.39,,,
3138658,Lontra,MG,False,90.27,,,
3138674,Luisburgo,MG,False,22.71,,,
3138682,Luislândia,MG,False,100.29,,,
3138708,Luminárias,MG,False,33.37,,,
3138807,Luz,MG,False,75.49,,,
3138906,Machacalis,MG,False,79.04,,,
3139003,Machado,MG,False,26.16,,,
3139102,Madre de Deus de Minas,MG,False,45.86,,,
3139201,Malacacheta,MG,False,63.34,,,
3139250,Mamonas,MG,False,92.47,,,
3139300,Manga,MG,False,51.52,,,
3139409,Manhuaçu,MG,True,10.75,,,
3139508,Manhumirim,MG,False,27.27,,,
3139607,Mantena,MG,False,97.47,,,
3139805,Mar de Espanha,MG,False,37.36,,,
3139706,Maravilhas,MG,False,38.67,,,
3139904,Maria da Fé,MG,False,34.09,,,
3140001,Mariana,MG,False,66.46,,,
3140100,Marilac,MG,False,45.68,,,
3140209,Maripá de Minas,MG,False,18.22,,,
3140308,Marliéria,MG,False,29.35,,,
3140407,Marmelópolis,MG,False,36.78,,,
3140506,Martinho Campos,MG,False,77.98,,,
3140530,Martins Soares,MG,False,35.63,,,
3140555,Mata Verde,MG,False,45.45,,,
3140605,Materlândia,MG,False,68.52,,,
3140704,Mateus Leme,MG,False,26.86,,,
3171501,Mathias Lobato,MG,False,32.29,,,
3140803,Matias Barbosa,MG,False,11.77,,,
3140852,Matias Cardoso,MG,False,31.65,,,
3140902,Matipó,MG,False,14.83,,,
3141009,Mato Verde,MG,False,104.66,,,
3141108,Matozinhos,MG,False,13.96,,,
3141207,Matutina,MG,False,25.69,,,
3141306,Medeiros,MG,False,62.38,,,
3141405,Medina,MG,False,53.96,,,
3141504,Mendes Pimentel,MG,False,72.46,,,
3141603,Mercês,MG,False,39.68,,,
3141702,Mesquita,MG,False,28.04,,,
3141801,Minas Novas,MG,True,15.43,,,
3141900,Minduri,MG,False,45.32,,,
3142007,Mirabela,MG,False,61.2,,,
3142106,Miradouro,MG,False,31.23,,,
3142254,Miravânia,MG,False,60.98,,,
3142205,Miraí,MG,False,26.25,,,
3142304,Moeda,MG,False,49.79,,,
3142403,Moema,MG,False,67.52,,,
3142502,Monjolos,MG,False,43.01,,,
3142601,Monsenhor Paulo,MG,False,16.05,,,
3142700,Montalvânia,MG,False,89.34,,,
3142809,Monte Alegre de Minas,MG,False,65.44,,,
3142908,Monte Azul,MG,False,109.27,,,
3143005,Monte Belo,MG,False,41.8,,,
3143104,Monte Carmelo,MG,False,54.87,,,
3143153,Monte Formoso,MG,False,54.39,,,
3143203,Monte Santo de Minas,MG,False,26.85,,,
3143401,Monte Sião,MG,False,19.09,,,
3143302,Montes Claros,MG,True,15.08,,,
3143450,Montezuma,MG,False,113.12,,,
3143500,Morada Nova de Minas,MG,False,45.24,,,
3143609,Morro da Garça,MG,False,22.96,,,
3143708,Morro do Pilar,MG,False,73.73,,,
